Timestamp,Endpoint,Method,ResponseTime(ms),StatusCode,RiderId,Action,Details
2025-11-13T05:00:00.000Z,/api/rider/orders,GET,45,200,rider_001,GET_ORDERS,"status=ongoing, count=3"
2025-11-13T05:01:00.000Z,/api/rider/income/realtime,GET,23,200,rider_001,GET_REALTIME_INCOME,"availableBalance=-252.75"
2025-11-13T05:02:00.000Z,/api/rider/order/ORD001,GET,18,200,rider_001,GET_ORDER_DETAIL,"orderId=ORD001"
2025-11-13T05:03:00.000Z,/api/rider/income/withdraw,POST,67,201,rider_001,SUBMIT_WITHDRAWAL,"amount=50, withdrawalId=WD1731470400000"
2025-11-13T05:04:00.000Z,/api/rider/income/trend,GET,34,200,rider_001,GET_INCOME_TREND,"period=daily"
2025-11-13T05:23:51.016Z,/api/rider/orders,GET,0,200,rider_001,VIEW_ORDERS,"{""status"":""ongoing"",""count"":3}"
2025-11-13T05:23:51.016Z,/api/rider/orders,GET,1,200,rider_001,GET_ORDERS,"status=ongoing, count=3"
2025-11-13T05:23:51.019Z,/api/rider/orders,GET,0,200,rider_001,VIEW_ORDERS,"{""status"":""completed"",""count"":7}"
2025-11-13T05:23:51.019Z,/api/rider/orders,GET,0,200,rider_001,GET_ORDERS,"status=completed, count=7"
2025-11-13T05:23:51.022Z,/api/rider/orders,GET,0,200,rider_001,VIEW_ORDER_DETAIL,"{""orderId"":""ORD001"",""status"":""assigned""}"
2025-11-13T05:23:51.022Z,/api/rider/order/ORD001,GET,0,200,rider_001,GET_ORDER_DETAIL,orderId=ORD001
2025-11-13T05:23:51.025Z,/api/rider/orders,GET,0,200,rider_001,VIEW_STATISTICS,"{""total"":10,""ongoing"":3,""completed"":7,""cancelled"":0,""totalEarnings"":81.75,""todayEarnings"":19.75,""todayOrders"":5}"
2025-11-13T05:23:51.025Z,/api/rider/orders/statistics,GET,1,200,rider_001,GET_ORDER_STATISTICS,"{""total"":10,""ongoing"":3,""completed"":7,""cancelled"":0,""totalEarnings"":81.75,""todayEarnings"":19.75,""todayOrders"":5}"
2025-11-13T05:23:51.028Z,/api/rider/income,GET,0,200,rider_001,VIEW_REALTIME_INCOME,"{""availableBalance"":-268.25,""todayEarnings"":19.75}"
2025-11-13T05:23:51.029Z,/api/rider/income/realtime,GET,2,200,rider_001,GET_REALTIME_INCOME,availableBalance=-268.25
2025-11-13T05:23:51.032Z,/api/rider/income,GET,0,200,rider_001,VIEW_INCOME_TREND,"{""period"":""daily""}"
2025-11-13T05:23:51.032Z,/api/rider/income/trend,GET,1,200,rider_001,GET_INCOME_TREND,period=daily
2025-11-13T05:23:51.034Z,/api/rider/income,GET,0,200,rider_001,VIEW_INCOME_TREND,"{""period"":""weekly""}"
2025-11-13T05:23:51.035Z,/api/rider/income/trend,GET,1,200,rider_001,GET_INCOME_TREND,period=weekly
2025-11-13T05:23:51.037Z,/api/rider/income,GET,0,200,rider_001,VIEW_INCOME_TREND,"{""period"":""monthly""}"
2025-11-13T05:23:51.037Z,/api/rider/income/trend,GET,0,200,rider_001,GET_INCOME_TREND,period=monthly
2025-11-13T05:23:51.040Z,/api/rider/income,GET,0,200,rider_001,VIEW_WITHDRAWAL_RECORDS,"{""status"":""all"",""count"":4}"
2025-11-13T05:23:51.040Z,/api/rider/income/records,GET,0,200,rider_001,GET_WITHDRAWAL_RECORDS,"status=all, count=4"
2025-11-13T05:23:51.056Z,/api/rider/income,GET,0,200,rider_001,VIEW_REALTIME_INCOME,"{""availableBalance"":-268.25,""todayEarnings"":19.75}"
2025-11-13T05:23:51.058Z,/api/rider/income/withdraw,POST,0,400,N/A,ERROR,Insufficient balance for withdrawal
2025-11-13T05:23:51.059Z,/api/nonexistent,GET,0,404,N/A,404_NOT_FOUND,Route not found: GET /api/nonexistent
2025-11-13T05:38:48.606Z,/api/rider/orders,GET,0,200,rider_001,VIEW_ORDERS,"{""status"":""ongoing"",""count"":3}"
2025-11-13T05:38:48.607Z,/api/rider/orders,GET,2,200,rider_001,GET_ORDERS,"status=ongoing, count=3"
2025-11-13T05:39:03.208Z,/api/rider/orders,GET,0,200,rider_001,VIEW_ORDERS,"{""status"":""completed"",""count"":7}"
2025-11-13T05:39:03.209Z,/api/rider/orders,GET,1,200,rider_001,GET_ORDERS,"status=completed, count=7"
2025-11-13T05:39:13.163Z,/api/rider/orders,GET,0,200,rider_001,VIEW_ORDER_DETAIL,"{""orderId"":""ORD001"",""status"":""assigned""}"
2025-11-13T05:39:13.164Z,/api/rider/order/ORD001,GET,1,200,rider_001,GET_ORDER_DETAIL,orderId=ORD001
2025-11-13T05:39:20.236Z,/api/rider/orders,GET,0,200,rider_001,VIEW_STATISTICS,"{""total"":10,""ongoing"":3,""completed"":7,""cancelled"":0,""totalEarnings"":81.75,""todayEarnings"":19.75,""todayOrders"":5}"
